Rbr;Tekst;Odgovor;Tezina
786;Koji je hrvatski dugoprugaš osvojio srebrnu medalju u maratonskoj utrci na Olimpijskim igrama 1956. godine te pobijedio na prestižnom Bostonskom maratonu dvije godine kasnije? Inauguralni je osvajač nagrade Zlatna značka za najboljeg sportaša Jugoslavije.;Franjo MIHALIĆ;5
787;Kako se zove hrvatski kvartet koji u svojoj glazbi njeguje spoj suvremene klupske plesne glazbe u kombinaciji s jazzom i elek tronikom, a na velika je vrata ušao eponimnim albumom 2012. godine, dok mu je najcjenjeniji i najnagrađivaniji album Third Sun From The Stone iz 2015.?;CHUI;5
788;Na jidišu u značenju "mali grad", kako su se prije holokausta zvali gradići u istočnoj i središnjoj Europi, nastanjeni uglavnom židovskom populacijom? Tykocin u sjeveroistočnoj Poljskoj jedan je od najočuvanijih primjera tog tipa naselja.;ŠTETL;5
789;Koja se opsežna sistematska biljna skupina (pododjeljak) viših biljaka stablašica, znanstvenog imena Angiospermae ili Magnoliophyta, dijeli na jednosupnice (npr. ječam, pšenica, kukuruz) i dvosupnice (npr. lovor, ružmarin, peršin)?;KRITOSJEMENJAČE;5
790;U popularnom zabavno-kulturnom TV magazinu Crno-bijelo u boji kao glazbena podloga korištena je koja instrumentalna pjesma indijanskog imena grupe The Shadows iz 1960. godine?;APACHE;5
791;Zajedničkog imena Bitka kod San Romana, ciklus triju slika iz sredine 15. stoljeća koje prikazuju pobjedu firentinske nad sijenskom vojskom u bitki 1432. godine, djelo su kojega slikara rane renesanse? Posebnost je toga ciklusa što su sva tri njegova dijela odvojena i danas se nalaze u muzejima u Firenci, Londonu i Parizu.;Paolo UCCELLO / Di DONNO;5
792;Premda neki osporavaju autentičnost djela jer se najprije pripisivala Mavru Petranoviću ipak je ustanovljeno da je Držić slobodno preveo istoimenu tragediju Lodovica Dolcea inspiriran Euripidom, pa je ona danas uvrštena u njegova djela. Dijeleći ime sa ženom trojanskog kralja Prijama, kako se zove jedina Držićeva tragedija koja zauzima važno mjesto u hrvatskoj književnosti jer se njome, među ostalim, otvara dubrovačka šesnaestostoljetna tragediografija?;HEKUBA;5
793;Koji je programski jezik, primarno korišten u poslovnim i financijskim aplikacijama te kao podrška administrativnim sustavima tvrtki i vlada, tijekom rada u američkoj mornarici 1959. godine razvila matematičarka Grace Hopper?;COBOL;5
794;Smatrao je da je prirodno ljudsko pravo dano od Boga i da je primjenjivo i na odnos među državama, a svojim je glavnim djelom O pravu rata i mira (De jure belli ac pacis) iz 1625. godine na prirodnopravnim postavkama postavio temelje međunarodnom pravu. Kojeg se nizozemskog pravnika i pisca zbog toga smatra ocem međunarodnog prava?;Hugo GROTIUS / DE GROOT;5
795;Kako se zove vodeno tijelo i pridružena mu obalna "mokra tla" koja se nalaze između dijela obale sjeverozapadne kontinentalne Europe i Sjevernog mora, sa svojstvenim blatnim pličinama po kojima je i nazvano? To se "more" od 2009. godine nalazi na UNESCO-ovu popisu svjetske baštine kao najveći sustav neprekinutih pjeskovitih plićaka na svijetu.;VADENSKO more;5
796;Nazvana po francuskom znanstveniku koji ju je predložio 1730. godine, kako se zove ljestvica za mjerenje temperature, kojoj su talište i vrelište vode na 0 i 80 stupnjeva, a najčešće se označava s 'Ré ili 'r? Nekada je imala široku upotrebu, a danas se koristi jedino za mjerenje temperature mlijeka u proizvodnji nekih vrsta talijanskih i švicarskih sireva.;RÉAUMUR/ REOMIROVA ljestvica;5
797;Pod kojim je imenom poznato međunarodno sportsko natjecanje u neolimpijskim sportovima, prvi put održano 1981. godine u američkoj Santa Clari?;SVJETSKE IGRE / WORLD GAMES;5
798;Imenovana prema madarskom skladatelju i etnomuzikologu, kako se naziva široko rasprostranjena metoda zasnovana na pjevanju narodnih pjesama, sviranju i pokretu, namijenjena dječjoj glazbenoj edukaciji, nastala sredinom pedesetih 20. st.? Naime, on je smatrao da je svako dijete, koje je sposobno naučiti pisati i čitati materinski jezik, sposobno čitati i pisati notni tekst, a predlagao je vježbanje glazbenih pojmova uz slušanje, pjevanje pokret i igru.;Metoda KODÁLY (Zoltán Kodaly);5
799;Smatran najvažnijim hrvatskim kiparom druge polovice 19. stoljeća, kako se zvao kipar (1849. – 1932.) poznat po skulpturama Ivana Gundulića u Dubrovniku, Šenoe i Preradovića u Zagrebu te brojnim nadgrobnim spomenicima od kojih se ističu oni Petru Preradoviću i Eugenu Kumičiću u Zagrebu, Ivanu Perkovcu u Samoboru, Matiji Antunu Relkoviću u Vinkovcima te Anti Starčeviću u Šestinama?;Ivan RENDIĆ;5
800;Ovo domorodačko pleme nastanjuje riječno područje od Paname do Kolumbije, pretežno Darijensku prevlaku, gdje živi potpuno odvojeno od moderne civilizacije, a osim izoliranosti jedina su etnička skupina Latinske Amerike kod koje je zabilježeno genitalno sakaćenje žena (žensko obrezivanje). Kako se zove to pleme, u prošlosti još znano kao Indijanci Chocó ili Katío?;EMBERÁ;5
801;Koja je naslovna junakinja bajke, čiji je prvi europski zapis djelo Giambattiste Basilea, u nekim jezicima poznata kao Cendrillon, Askungen, Aschenputtel i Cenerentola?;PEPELJUGA;3
802;Vojska koje je azijske države 1934. godine izvanrednim pothvatom pobjegla iz neprijateljskog obruča i krenula na putovanje poznato kao "Dugi mars"? Preživjeli su smatrani herojima od kojih je većina činila vladajuću garnituru nakon uspostave republike 1949. godine.;KINA;5
803;Ime koje rijeke vjerojatno potječe od frigijske riječi zetna što znači "vrata", a odnosi se na samo ušće rijeke u more, gdje otvara"vrata" dalmatinskom zaleđu?;CETINA;4
804;Koji je dvoznamenkasti broj u nazivu najpoznatije američke ceste, koja se na 3940 km proteže od Chicaga do kalifornijske Santa Monice?;66 (Route 66);2
805;Karakterističan za tijelo koje se urušilo zbog gravitacijskih sila, Schwarzschildov ili gravitacijski polumjer naziva se još i polumjerom kojeg svemirskog objekta?;CRNA RUPA;4
806;Za razliku od kupališta sento, na kakvim se izvorima Japanci odmaraju i relaksiraju odlaskom na kupalište onsen, čija voda mora sadržavati točno određene kemijske elemente i biti zagrijana na barem 25 Celzijevih stupnjeva?;TERMALNI / LJEKOVITI izvori;4
807;Nazvan po garnizonu Slobodne Francuske, a s radnjom o budućim pustolovinama Ricka i kapetana Renaulta, Brazzaville je bio planiran, ali nikad realiziran"sequel" kojega čuvenog filma iz 1942. godine?;CASABLANCA;4
808;U značenju"nježni način", koji je borilački sport u Japanu 1882. utemeljio Jigoro Kano, kao suvremeni sportski nastavak starojapanske borilačke vještine džiju-džicu?;DŽUDO;4
809;Koji je glavni grad po želji predsjednika Juscelina Kubitscheka sagraden na visoravni Goiás, u unutrašnjosti zemlje?;BRASILIA;4
810;Kao prvi medu jednakima", koju je političku funkciju prvi u povijesti de facto obnašao engleski lord Walpole, došavši na tu poziciju 1721. godine?;PREMIJER / PREDSJEDNIK VLADE;3
811;Zaha Hadid, Kazuyo Sejima, Yvonne Farrell i Anne Lacaton medu rijetkim su ženama koje su od 1979. godine osvojile ovu prestižnu nagradu. Koju?;PRITZKEROVA nagrada;5
812;Prvi put objavljen u kolovozu 2004. godine, Daily Source Code Adama Curryja smatra se jednim od pionira kojega formata, dostupnog u digitalnoj audiodatoteci za preuzimanje i slušanje svakomu tko se za to predbilježi, a riječ je uglavnom o dužim ili kraćim emisijama koje se bave specifičnim temama?;PODCAST;2
813;Temeljena na drami koju je prema svojem romanu priredio Alexandre Dumas, u kojoj se operi Giuseppe Verdija pojavljuje lik Violette Valery?;La TRAVIATA;4
814;Sudeći prema pjesmi i njihovoj krilatici, pod kojim motom od dviju riječi na svahiliju žive šaljivi merkat Timon i bradavičasta svinja Pumbaa?;HAKUNA MATATA;1
815;Koja špilja u Varaždinskoj županiji ima oblik izdužene dvorane dugačke pedesetak metara i široke oko trideset metara, u kojoj su pronađene kosti kasnih neandertalaca prijelaznog tipa? Od 1964. zaštićena je kao paleontološki spomenik prirode.;VINDIJA;3
816;Koji je četveroslovni naziv za pitu otvorena tipa s prhkim tijestom i raznovrsnim nadjevima?;TART;4
817;Kako se zove varijanta pokera u kojoj igrač u ruci drži četiri karte, a kombinaciju od pet karata mora složiti s dvjema iz ruke uz još tri od pet ponudenih na stolu?;OMAHA Hold 'em;5
818;U prvom dijelu jednog od klasika svjetske književnosti iz 1726. godine dvije su sukobljene otočne monarhije koje se nalaze u južnom indijskom oceanu, a naseljavaju ih sićušna ljudska bića. Jedna je Blefuscu, a druga je koja, s glavnim gradom Milden-dom?;LILLIPUT (Gulliverova putovanja);4
819;Prema klasičnoj formuli crni je barut smjesa 75 posto kalijeva nitrata, 13 posto drvenog ugljena i 12 posto kojeg kemijskog elementa 16. skupine?;SUMPOR;4
820;Samo nekoliko dana nakon nuklearnog testiranja na Maršalovim otocima, koju je kreaciju Louisa Réarda u srpnju 1946. kao model prva nosila egzotična plesačica Micheline Bernardini?;BIKINI;4
821;Eddie the Head maskota je koja se od 1980. godine pojavljuje na naslovnici svakog albuma kojega slavnog heavy metal-benda?;IRON MAIDEN;2
822;"Pogledajte još jednom tu točkicu. Ona je ovdje. Ona je naš dom. To smo mi..." Što je s poznate fotografije iz 1990. godine tako opisao Carl Sagan?;Planet ZEMLJA;4
823;U kojoj američkoj seriji arhitekt Ted Mosby kćeri i sinu prepričava svoje mladenaštvo i vezu s Tracy šest godina nakon njezine smrti točnije 2030. godine? Uz to što je glavni lik, Ted je i narator cijele serije.;KAKO SAM UPOZNAO VAŠU MAJKU / HOW I MET YOUR MOTHER;1
824;Koja je Manetova slika iz 1863. godine odbijena na izložbi Salona u Parizu te je postala jedna od slika zbog koje je car Napoleon III. dopustio izložbu odbijenih radova (Salon des Refusés)?;DORUČAK NA TRAVI;4
825;Mjuzikl Ala i Jona Kaplana Silence! The Musical nastao je kao parodija na koji Oscarom nagraden film iz 1991. godine?;KAD JAGANJCI UTIHNU/The SILENCE of the LAMBS;4
826;Nakon što je otišao iz Bodley Heada 1935. godine, Allen Lane sa svojom je braćom osnovao koju izdavačku kuću, koja je jeftinim knjigama mekog uveza i odvažnih boja preobrazila nakladništvo i donijela kvalitetnu književnost na masovno tržište?;PENGUIN Books;3
827;Prema Svetoniju, tko se Klaudiju, ali i kasnijim rimskim carevima obraćao riječima"morituri te salutant"?;GLADIJATORI;3
828;Na Hertzsprung-Russellovu dijagramu koji pokazuje odnose između apsolutnog sjaja, boje i temperature zvijezda, u središtu – s vrijednosti luminoziteta 1 i temperaturom površine oko 5780 Knalazi se koja zvijezda?;SUNCE;4
829;Osnovana u San Franciscu 2012., tvrtka za posredovanje u uslugama prijevoza Lyft, prozvana je mladim bratom i najvećim konkurentom kojoj kalifornijskoj tvrtki, osnovanoj tri godine ranije?;UBER;3
830;"Ašokina čakra", koju predstavljaju 24 žbice, naziv je za kotač koji se u plavoj boji pojavljuje na zastavi koje države?;INDIJA;4
831;Samo je osam igrača u povijesti NBA lige ostvarilo idealnu šutersku sezonu i ušlo u tzv. 50-40-90 klub regularnog dijela sezone. Koju šutersku kategoriju predstavlja broj 90 u tom prestižnom klubu?;SLOBODNO BACANJE;3
832;U hrizelefantinskoj tehnici izrade antičkih reprezentativnih kipova tankim pločicama od zlata oblagani su kosa, odjeća i nakit na drvenoj jezgri kipa, dok su kojim materijalom oblagani goli dijelovi tijela?;BJELOKOST/ SLONOVAČA;5
833;Koja se australska pjevačica i glumica na velikoj sceni pojavila sredinom osamdesetih u australskoj hit-seriji Susjedi (Neighbours), a u to vrijeme započela je i uspješnu glazbenu karijeru? Pjesmom Can't Get Out You of My Head s albuma Fever pokorila je glazbeni svijet početkom dvije tisućitih?;Kylie MINOGUE;1
834;Glumeći Władysława Szpilmana u ratnoj drami Romana Polanskog iz 2002. godine, koji glazbeni instrument svira Adrien Brody?;KLAVIR;1
835;Iako su od 1941. godine smatrani izumrlima, ornitolozi su ih prije nekoliko godina uočili u savanskoj ekoregiji jugoistočnog Brazila. Koje su boje oči i točke na krilima tih malenih, endemskih golubova znanstvenog imena Columbina cyanopis?;PLAVA (plavooka golubica);5
836;Koju je političko-geografsku sintagmu Winston Churchill prvi put upotrijebio u ožujku 1946. u svom govoru na američkom Sveučilištu Westminster?;ŽELJEZNA ZAVJESA/ IRON CURTAIN;5
837;Koja je automobilska tvrtka osnovana 1910. godine u Milanu kao Anonima Lombarda Fabbrica Automobili, a kasnije joj je napuljski poduzetnik i vlasnik Nicola uz originalno ime dodao svoje prezime stvorivši današnje prepoznatljivo ime?;ALFA ROMEO;3
838;Koja se država prostire na tri od površinom šest najvećih otoka na svijetu?;INDONEZIJA (Java, Nova Gvineja, Borneo);4
839;Koji je hrvatski kanuist u Montrealu 1976. godine osvojio zlatnu olimpijsku medalju na 1000 metara u jednokleku te broncuna 500 metara?;Matija LJUBEK;5
840;Ako je s jedne strane Atlantskog oceana poprište bio Wembley, a istovremeno s druge stadion John F. Kennedy u Philadelphiji, koji se čuveni glazbeno-humanitarni događaj odvio 13. srpnja 1985. godine?;LIVE AID;2
841;Po kojem fiktivnom liku naziv nosi sindrom kod kojega osobe osjećaju jak strah i paniku od budućeg starenja i fizičkog propadanja?;DORIAN GRAY;2
842;Izrijekom spomenut u biblijskom Otkrivenju kao broj Zvijeri, koji je troznamenkasti broj suma kvadrata prvih sedam prostih brojeva?;666;1
843;Sa slovom "F" i pripadajućim brojem Jacob Baart de la Faille sastavio je 1928. godine prvi katalog svih poznatih djela kojega slavnog postimpresionističkog slikara?;Vincent VAN GOGH;NA
844;Koju su pjesmu iz 1987. godine, nagrađenu Oscarom i Zlatnim globusom za najbolju originalnu pjesmu, kao glazbenu podlogu u popularnom filmu otpjevali Bill Medley i Jennifer Warnes?;(I've had) The TIME OF MY LIFE;4
845;Tartinijeva sonata Davolji triler jedina je glazbena kompozicija koju na svom klarinetu može odsvirati koji naslovni stripovski junak?;DYLAN DOG;1
846;Teniski je teren u početku imao oblik pješčanog sata, a tek je 1875. godine na kojem poznatom turniru uveden njegov pravokutni oblik?;WIMBLEDON;4
847;U grčkoj mitologiji prelijepom kraljeviću Adonisu u lovu je smrtne rane zadala koja životinja, za koju se vjeruje da ju je iz osvete poslala Artemida?;VEPAR/DIVLJA SVINJA;4
848;Od francuskog za "trljanje", kako se zove tehnika reproduciranja teksture stavljanjem papira preko predmeta, pa se trljanjem pastelom ili olovkom njegova struktura fiksira na papiru?;FROTAŽ;5
849;Povijesnim dijalektom kojega jezika govore stanovnici naselja Šušnjevica, Nova Vas, Jesenovik, Brdo, Kostrčani i Letaj, smještenih jugozapadno od Učke te oni iz ćićarijskog sela Žejane?;RUMUNJSKI (istrorumunjski);5
850;Političarka i aktivistica u borbi protiv aparthejda Winnie Madikizela bila je druga supruga kojega političara i državnika?;Nelson MANDELA;5
851;Poznatija kao Imola, staza Autodromo Enzo e Dino Ferrari do 2006. godine u F1 kalendaru bila je velika nagrada koje države?;SAN MARINO;5
852;Koja je manekenka karijeru započela kao sedmogodišnjakinja, kada je glumila učenicu u spotu za pjesmu Boba Marleyja Is This Love, a svjetski je postala poznata pod nadimkom "Crna Pantera"?;Naomi CAMPBELL;4
853;Smješten jugozapadno od rta Kamenjak, otočić Fenoliga paleontološki je rezervat na čijoj se južnoj strani nalazi jedno od najbogatijih europskih nalazišta otisaka stopa kojih izumrlih životinja?;DINOSAUR;2
854;Kako je ime pjevačici prezimena Guðmundsdóttir, koja je od 1987. do 1992. godine bila vokal u rock-grupi Sugarcubes, nakon čega je započela uspješnu samostalnu karijeru?;BJÖRK;5
855;Pod kojim je kraćim imenom poznatiji Mića, mladić iz bogate seoske obitelji Dalmatinske zagore, u operi praizvedenoj 1935. godine?;ERO;5
856;Prema Evandelju po Mateju, Isus je u razgovoru s farizejima i pismoznancima rekao:"Doista, kao što je koji prorok bio u utrobi kitovoj tri dana i tri noći, tako će i Sin Čovječji biti u krilu zemlje tri dana i tri noći."?;JONA;3
857;Populariziravši naslovom internacionalno prihvaćen termin za ideju o integraciji multietničkih društava, kako se zove drama (originalni engleski naslov) Israela Zangwilla iz 1908. godine o imigrantskoj obitelji ruskih Židova te nadi glavnog lika o društvu oslobođenom etničkih podjela i mržnje?;The MELTING POT;4
858;Ako su tužitelji Melet, Anit i Likon, koji je čuveni filozof na "optuženičkoj klupi"?;SOKRAT;4
859;Osnovana u Londonu 1844. godine, koja je svjetska organizacija mladih, koja promovira kršćanska načela u razvoju zdravog tijela, uma i duha, opjevana u velikom hitu grupe Village People?;YMCA (Young Men's Christian Association);1
860;Koji je park prirode, smješten u području srednjeg toka rijeke Save, jedno od najvećih očuvanih prirodnih poplavnih područja u Europi te stanište za više od dviju trećina ukupne populacije ptica u Hrvatskoj?;LONJSKO POLJE;4
861;Osamdesetih godina prošloga stoljeća jedna od najozloglašenijih crnih propagandi" Sovjetskog Saveza bila je operacija INFEKTION kojom se tvrdilo da je američka vojska izumila koju bolest?;AIDS / SIDA;4
862;Kronološki nastao nakon Simfonije tisuće, Mahlerov opsežni orkestralni ciklus na tekstove iz kineske lirike Pjesma o zemlji nije nazvan simfonijom zbog skladateljeva praznovjernog straha da će mu koja po redu simfonija biti, kao i Beethovenu, posljednja?;DEVETA;4
863;S obilježjima američkog nogometa, košarke i nogometa, ultimate je sport u kojem je cilj u protivničkoj gol-zoni uhvatiti koji "leteći" rekvizit?;FRIZBI/ leteći DISK;4
864;Koji mišić ljudskog tijela čine caput longum, caput mediale i calaterale? put;TRICEPS brachii / TROGLAVI mišić;3
865;Koju je strojnicu početkom pedesetih konstruirao Uziel Gal patentiravši potpuno nov dizajn oružja koje koristi pištoljsko streljivo kalibra 9 mm te ima spremnik streljiva u samom rukohvatu?;UZI;3
866;S položajem blizu mjesta Chicxulub po kojemu je dobio ime, ovaj udarni krater promjera oko 200 kilometara smatra se jednim od najvećih udara nebeskih tijela u povijesti Zemlje, a nalazi se na kojem poluotoku?;YUCATAN;4
867;Prema Maxwellovoj teoriji elektromagnetizma, koja je prirodna konstanta povezana s drugim dvjema prirodnim konstantama, dielektričnom permitivnošću vakuuma (E) i magnetskom permeabilnošću vakuuma (4)?;BRZINA SVJETLOSTI;4
868;Nagrada Teddy za filmove vezane uz LGBT tematiku dodjeljuje se u sklopu berlinskog filmskog festivala od 1987. godine. Prvi je dobitnik španjolski film Zakon žudnje kojega slavnog redatelja?;Pedro ALMODÓVAR;5
869;Kojim se germanizmom označava način gradnje stambenih i poslovnih objekata kod kojeg se objekt dovede do odredenog stupnja završenosti, a kupac preuzima dovršavanje?;ROH BAU;5
870;Djelo kipara Ive Kerdića, statua koje zlatarove kćeri od 1929. godine stoji u niši Kamenitih vrata, blizu kojih je u poznatom romanu bila kuća njezina oca?;DORA Krupićeva;5
871;Priča Bizetove opere Biserari (Les Pêcheurs de perles) smještena je u strogim pravilima odredeno kastinsko-svećeničko društvo kojega otoka u Indijskom oceanu?;ŠRI LANKA;5
872;U trbuhu dječaka Hugha Apistona iz romana Dom gospodice Peregrine za čudnovatu djecu žive koji kukci iz reda opnokrilaca, s kojima on komunicira i upravlja njima?;PČELE;5
873;Kao prvi ulični festival u Hrvatskoj, kako se zove festival koji okuplja profesionalne i amaterske umjetnike iz cijelog svijeta od glazbenika raznih žanrova do uličnog teatra i multimedijalnih izvedbi te varaždinsku povijesnu jezgru pretvara u umjetničku radionicu u kojoj sudjeluju i posjetitelji i umjetnici?;ŠPANCIRFEST;3
874;Nakon Annapurne I najsmrtonosniji "osamtisućnjak", koji je planinski vrh u siječnju 2021. postao posljednji od četrnaest najviših osvojen zimi?;K2;4
875;Koji je irski fotograf krajem 2012. godine na istoku DR Konga dokumentirao gradanski rat uz pomoć posebnog infracrvenog filma Kodak Aerochrome, stvorivši kolekciju Infrafascinantne fotografije ružičastih i grimiznih nijansi?;Richard MOSSE;5
876;Po kojem je rimskom caru nazvan dekret službenog imena Rušenje na teritoriju Reicha, Hitlerova naredba iz ožujka 1945. o potpunom uništenju njemačke infrastrukture kako bi se spriječilo da je koriste savezničke snage u slučaju prodora duboko unutar Njemačke?;NERON;5
877;Medu starosjedilačkim glazbenim kulturama koje se države ističu područje Nguni, područje naroda Sotho i Tswana, zatim naroda Venda te područje naroda Tsonga?;REPUBLIKA JUŽNA AFRIKA;5
878;Koji je petoslovni pojam, prvi put spomenut u književnom djelu, izveden iz češke riječi u značenju prisilni rad" ili "poslušnost"?;ROBOT;4
879;Nazvana prema sjedištu metropolitanske londonske policije, kako se zove igra na ploči u kojoj igrači detektivi pokušavaju locirati bjegunca na ulicama Londona slijedeći tragove koje ostavlja u javnom prometu?;SCOTLAND YARD;1
880;Kako bi se spravio koktel Tuxedo, potrebno je pomiješati džin, suhi vermut, liker Maraschino, Orange bitter i koje još jako alkoholno piće?;APSINT;4
881;Osobito primjenjiva u ekonomskom ponašanju raznih subjekata, kako se zove grana primijenjene matematike koja se bavi formalizacijom i analizom procesa odlučivanja više racionalnih osoba u uvjetima njihovih usuglašenih interesa ili konflikata, ali i u okolnostima rizika i neizvjesnosti?;TEORIJA IGARA;4
882;Dok kod jedinstvenog indifikatora knjiga (ISBN) treće slovo označava riječ book, kod standardnog broja serijskih publikacija (ISSN) serial, koju englesku riječ označava slovo "M" u jedinstvenom identifikatoru ISMN?;MUSIC (International standard music number);3
883;Latinskog naziva vis maior, kako u pravu zovemo događaj ili okolnost koja nastaje izvan sfere djelovanja subjekta i neovisno o njegovoj volji, ne može se predvidjeti ni izbjeći?;VIŠA SILA;4
884;Uvozeći velike količine pijeska, koja država planski nasipa okolno more čime doslovno raste od šezdesetih godina površina joj se od 580 km2 povećala za gotovo četvrtinu?;SINGAPUR;5
885;Za potrebe širenja kršćanstva među moravskim Slavenima, sredinom kojega je stoljeća glagoljica nastala kao pismo slavenskog prijevoda grčkih liturgijskih tekstova?;9. stoljeće;4
886;U kojem su filmu iz 2003. godine, temeljenu na romanu Dennisa Lehanea, Sean Penn i Tim Robbins osvojili Oscara za glavnu i sporednu mušku ulogu zahvaljujući čemu je postao prvi film nakon Ben Hura koji je osvojio obje navedene nagrade?;MISTIČNA RIJEKA;4
887;Dodamo li nazivu visoke institucije vlasti jedan samoglasnik, dobit ćemo četveroslovno ime bizantskog enciklopedijskog leksikona iz 10. stoljeća, opsežna i važna izvora informacija o antičkom svijetu. Kako se zove taj leksikon?;SUDA;5
888;Što se to vraća kući" u početnim stihovima pjesme Three Lions liverpulskog rock-benda Lightning Seeds u suradnji s Davidom Baddielom i Frankom Skinnerom, prigodno objavljene u kasno proljeće 1996. godine?;NOGOMET;4
889;Prema talijanskom za "šalu", kako se zove dramsko-scenska vrsta koju odlikuje hipertrofirana i grubo karikaturalna komika, u kojoj se na osobit način raskrinkavaju mane i nedostaci društva i pojedinca?;BURLESKA;5
890;Koji je rimski filozof i književnik iz 1. stoljeća autor brojnih moralno-filozofskih spisa, među kojima se ističu glasovita Moralna pisma Luciliju, filozofski eseji iz područja praktične etike, koji se odlikuju kratkim, dotjeranim rečenicama, duhovitim sentencijama ili neočekivanim antitetičkim obratima?;Lucije Anej SENEKA;5
891;Nakon što su ga 1977. godine Steve Rubell i Ian Schrager otvorili i nazvali po ulici u kojoj se nalazio, koji je broj bio u imenu legendarnog njujorškog noćnog kluba, poznatog okupljališta "sex, drugs and disco"?;54 (Studio 54);4
892;Vladajući u drugoj trećini 14. stoljeća, Kazimir III. Veliki bio je posljednji poljski kralj iz koje dinastije?;PJASTOVIĆI;5
893;Poigravši se naslovom svog uspješnog političkog dokumentarca iz 2004., kako je Michael Moore naslovio dokumentarni film o političkom životu Donalda Trumpa iz 2018. referirajući se na datum proglašenja njegove pobjede na američkim predsjedničkim izborima 2016. godine?;FAHRENHEIT 11/9;5
894;Lansirana u rujnu 1977., kako se zove NASA-ina svemirska sonda koja je obišla vanjske planete i zatim se spustila u međuzvjezdani prostor, a od 1988. godine sve do danas kad je od Zemlje udaljena oko 146 AJ smatra se najudaljenijim objektom u svemiru napravljenim ljudskom rukom?;VOYAGER 1;5
895;Krajem 2017. godine na UNESCO-ov popis nematerijalne kulturne baštine u Europi upisano je umijeće pizzaiuola (pizza-majstora) iz kojega grada?;NAPULJ;4
896;Poznati i kao francuski kalvinisti, kako su se jednim imenom od 1560. godine zvali francuski protestanti čijih je dvadesetak tisuća pripadnika stradalo u Bartolomejskoj noći?;HUGENOTI;5
897;Registriran u Liberiji, a u vlasništvu norveške tvrtke Sig. Berd.y., teretni brod Berge Istra, koji se nazivalo i "jugoslavenskim Titanicom, misteriozno je nestao u Tihom oceanu početkom 1976. godine, a izgrađen je tri godine ranije u kojem hrvatskom brodogradilištu?;ULJANIK;5
898;Koji je popularni američki rock-bend nazvan po strogom srednjoškolskom profesoru tjelesne kulture, koji je predavao nekim članovima grupe? Zanimljivo je da su nazivom debitantskog albuma iz 1973. godine objasnili" kako se izgovara ime grupe.;LYNYRD SKYNYRD;5
899;Koliko bodova donosi svaka od petnaest ubačenih crvenih kugli u partiji snookera?;JEDAN;5
900;Nazvan prema susjedu Homera Simpsona koji je od umjerenog i pristojnog kršćanina postao fundamentalni vjernik, kako se zove proces u kojem likovi u TV serijama od svojih početnih blagih osobina njihovim pretjerivanjem na kraju postanu groteska samih sebe?;FLANDERIZACIJA (Ned Flanders);3
901;Popularna u SAD-u između dva svjetska rata, kako se zove sociološka škola poznata po istraživanjima svih aspekata života u gradovima (urbana sociologija), koja ime dijeli sa skupinom arhitekata s početka 20. stoljeća i smjerom suvremene ekonomske misli, predvodene F. A. Hayekom i Miltonom Friedmanom?;ČIKAŠKA škola;5
902;Najpoznatiji po zbirkama pripovijedaka Dućani cimetne boje i Sanatorij pod klepsidrom, Bruno Schulz jedan je od najznačajnijih europskih meduratnih autora kratke proze i velikan književnosti kojega jezika?;POLJSKI;5
903;Kojom su riječju povezanom s tamošnjim jezikom, a koja se i danas koristi kako bi se opisali moćni birokrati bilo gdje u svijetu, portugalski putnici tijekom dinastije Ming nazivali visoke kineske dužnosnike?;MANDARINI;5
904;U lingvističkoj tipologiji koji je raspored subjekta (S), objekta (O) i predikata (V) u rečenici zastupljen u samo 3 posto svjetskih jezika, a uključuje algonkinsku i maipuransku porodicu jezika, majanske jezike, malgaški, fidžijski, palauanski i sumatranski toba batak?;VOS (predikat-objekt- -subjekt);5
905;Smješten u južnom Atlantskom oceanu, koji se otok smatra geografski najizoliranijim na svijetu jer je od antarktičkog kopna udaljen oko 1700 km, a od jugozapadne obale Republike Južne Afrike oko 2600 km? Najbliže mu je naseljeno mjesto na 2250 km otočje Tristan da Cunha.;BOUVET;5
906;Nakon braka s nogometašem Johnom Devineom, bivša miss Irske Michelle Rocca udala se sredinom devedesetih za kojega šesnaest godina starijeg sjevernoirskog kantautora, s kojim se pojavila i na coveru njegova albuma Days Like This?;George Ivan „Van" MORRISON;5
907;Cecilie Leganger jedina je vratarica proglašena najboljom rukometašicom na svijetu (2001.) i jedna od pet igračica iz svoje zemlje s tom nagradom. Za reprezentaciju koje je države nastupala ta, tamošnja najbolja rukometašica svih vremena?;NORVEŠKA;5
908;Kako nazivamo ribe koje većinu života provode u moru, a na mriješćenje odlaze u slatke vode? Najpoznatiji je primjer losos.;ANADROMNE;5
909;Kako se u židovstvu naziva sedmodnevno tugovanje nakon smrti, tijekom kojega prijatelji i znanci dolaze u pokojnikov dom izraziti sućut najbližima, ako znamo da je istog imena i jedno hinduističko božanstvo?;ŠIVA;5
910;Posebno popularna tijekom Drugog zaljevskog rata, pjesma B.O.B. iz 2000. godine izazvala je mnogo reakcija, tako da je dvojac iz Outkasta morao objašnjavati da je bombardiranje kojega grada samo metafora o nedostatku potpune posvećenosti mnogih u glazbenoj industriji?;BAGDAD (Bombs Over Baghdad);5
