Rbr;Tekst;Odgovor;Tezina
1436;Čije ime nosi moskovski prirodoslovni muzej, prvi svjetski muzej evolucije, koji je 1907. godine osnovao zoolog Aleksandr Kots?;Charles DARWIN;NA
1437;Herodotovo kapitalno djelo Povijest (oko 440. pr. Kr.) u modernoj je verziji podijeljeno u devet knjiga, od kojih je znakovito, svaka posvećena i nazvana po - komu?;MUZAMA;NA
1438;U kojem se gradu od 2017. godine svakoga srpnja održava Thrill Blues Festival gdje uz dobru glazbu posjetitelji mogu uživati u jahanju, raftingu na Cetini i lokalnim gastronomskim delicijama?;TRILJ;NA
1439;Za vrijeme kojega se rata odvija radnja nagrađivanog ratnog mjuzikla Blakea Edwardsa Špijunka Darling Lili s Julie Andrews i Rockom Hudsonom u glavnim ulogama?;WWI;NA
1440;Kulinarstvo spojeno sa znanošću na novom, inovativnom području tvori kuhinju koja nalikuje malom kemijskom laboratoriju u kome se mogu naći stvari i sastojci netipični za kuhinju kao što su refraktometri, centrifuge, spektrometri, laseri, injekcije, homogenizatori te kalcijev klorid i tekući dušik, a naziva se kako?;MOLEKULARNA kuhinja;NA
1441;Smješten na vrhu otoka Ellesmere, rt Columbia najsjevernija je točka koje države?;KANADA;NA
1442;S obzirom na to da podsjeća na putnički zrakoplov razvijen zajedničkim francuskim i engleskim snagama, kako kirurzi nazivaju deformaciju pri kojoj je vrh muškog spolovila obješen jer glavić nije nabrekao, iako ostatak penisa jest?;Deformacija CONCORDE;NA
1443;Naziv koje viteške igre u Hrvatskoj, čije je ime dobiveno od turskoga halqa za,,obruč“ili „prsten", potječe od detalja podloge stremena na sedlu zaplijenjenog konja turskog serasker-paše Čelića?;ALKA;NA
1444;Budući da su pčele medarice važan simbol mormona, koja američka savezna država, uz prikaz košnice na zastavi, ima i nadimak,,The Beehive State"?;UTAH;NA
1445;Prema antičkoj pučkoj etimologiji ratnice Amazonke bile su žene bez čega - jer su to rezale ili spaljivale kako im ne bi smetalo pri napinjanju luka?;DOJKA;NA
1446;Temeljen na njegovoj istoimenoj autobiografskoj knjizi, Glazba tišine (La musica del silenzio) iz 2017. godine film je o životu kojega slavnog tenora?;Andrea BOCELLI;NA
1447;Na ulazu u općinu Kumrovec u krajobrazu Zelenjak od 1935. godine u formi obeliska sa središnjom figurom Antuna Mihanovića nalazi se spomenik čemu?;LIJEPA NAŠA/HRVATSKA HIMNA;NA
1448;U Fotheringhamovoj biografiji nazvan i napola čovjekom, napola biciklom, koji je slavni belgijski biciklist višestruki osvajač Tour de Francea i Giro d'Italia, trostruki svjetski prvak i beskompromisni natjecatelj s nadimkom „The Cannibal"?;Edouard Louis Joseph MERCKX;NA
1449;Vjerojatno najpoznatije djelo pop-art-umjetnika Petera Blakea omot je glazbenog albuma iz 1967. godine, koji je postao simbol vremena, a na kojemu se nalaze filmske zvijezde, pisci, filozofi, pjesnici, sportaši, istraživači te u sredini članovi kojega slavnog benda?;BEATLES (Sgt. Pepper Lonely Hearts Club Band);NA
1450;Koja je serija, čija pilot-epizoda kulminira eksplozijom purničkog zrakoplova u letu, s prikazivanjem počela u studenome 2001. godine i ubrzo postala najrelevantnija serija u kuupravo zbog činjenice što se glavni lik Jack Bauer obraču nava s teroristima kao glavnom prijetnjom državi?;24;NA
1451;U plamenu rastućih protesta početkom 2014. godine, larni predsjednik koje je države pobjegao iz zemlje usred dogadaja poznatog kao Euromajdan?;UKRAJINA;NA
1452;Na južnom dijelu kojega se otoka nalazi najviši jadranski otočni vrh - 778 metara visoka Vidova gora?;BRAČ;NA
1453;Kada je 1776. godine požar uništio milansko kazalište Teatro Regio Ducale, austrijska carica Marija Terezija dodijelila je gradu crkveni prostor, gdje je u samo dvije godine dvorski graditelj Giuseppe Piermarini izgradio koje „najljepše kazalište“u Italiji?;Teatro alla SCALA;NA
1454;Koja mjera u Ujedinjenom Kraljevstvu označava 4,54 litre, a u SAD-u 3,78 litara?;GALON;NA
1455;U kojem su sportu Hrvatsku predstavljale bivše sovjetske zvijezde Irina Kirilova, Tatjana Sidorenko i Jelena Čebukina?;ODBOJKA;NA
1456;Album Akwaba Beach kojega je gvinejskog pjevača, preminula u svibnju 2020. godine, svojevremeno bio najprodavaniji afrič ki glazbeni album, čija je najveća uspješnica Yé ké pé ké 1988. godine zasjela na vrhove europskih glazbenih ljestvica?;Mory KANTE;NA
1457;Koje je povrće iz porodice pomoćnica glavni sastojak smjese za tradicionalnu irsku palačinku boxty?;KRUMPIR;NA
1458;Kemičar William Ramsay 1904. godine dobio je Nobelovu nagradu za otkriće skupine kemijski inertnih elemenata poznate - pod kojim imenom?;PLEMENITI PLINOVI;NA
1459;U autobiografskom putopisnom romanu Zima na Majorci (1841.) George Sand opisala je svoju vezu s kojim skladateljem?;Frederic CHOPIN;NA
1460;Zbog male količine metana u atmosferi koji apsorbira crvenu svjetlost sa Sunca, a odbija svjetlost druge boje natrag u svemir, Neptun kolokvijalno nazivamo i „planetom koje boje"?;PLAVE;NA
1461;Uz to što im je amputiran dio malog prsta (yubitsume), pripadnicima koje je kriminalne organizacije tijelo često prekriveno tradicionalnim tetovažama irezumi?;YAKUZA;NA
1462;U bitki kod ukrajinskog Hotina (Hoćima) 1673. koalicijske snage Poljsko-Litavske Unije pod vodstvom Jana Sobjeskog porazile su vojsku kojega carstva?;OSMANSKOG;NA
1463;Prije nego što je na velikom platnu 2018. godine utjelovio Freddieja Mercuryja, koji je glumac nagraden Emmyjem za ulogu asocijalnog hakera Elliota Aldersona u televizijskoj seriji Mr. Robot?;Rami Said MALIK;NA
1464;Kako se zove tradicijsko glazbalo podrijetlom iz istočnog Sredozemlja, a danas kod nas rašireno na dubrovačkom području i u istočnoj Hercegovini, čiji su trup i vrat načinjeni od jednog komada drveta (javorovine ili orahovine), dok šupljinu trupa pokriva tanka daska,,glasnjača" preko koje su napete tri žice namijenjene povlačenju gudalom?;LIRICA/VIJALO;NA
1465;Koji je slikar na prijelazu iz 19. u 20. stoljeće bio najvažniji predstavnik bečke secesije s izrazitim simbolističkim stilom?;Gustav KLIMT;NA
1466;Cilj je kartaške igre blackjack da igrač raspoloživim kartama postigne rezultat od koliko bodova ili što bliže tome broju kako bi pobijedio?;21;NA
1467;Kako se, prema talijanskom nazivu, zove gusta, nekoliko metara visoka vazdazelena sredozemna šikara, nastala degradacijom prirodnih vazdazelenih šuma, najčešće pod čovjekovim utjecajem, te teško prohodna ili potpuno neprohodna?;MAKIJA;NA
1468;Tučci cvijeta koje su biljke, znanstvenog imena Crocus sativus, najskuplji začin na svijetu, čija cijena na tržištu doseže i po nekoliko tisuća dolara za kilogram?;ŠAFRAN;NA
1469;U početku dobivan besplatno isključivo sa svakim njihovim kupljenim računalom, softver GarageBand koje tvrtke dočekuje korisnika s preporukom da snimi svoj idući veliki hit"?;APPLE;NA
1470;Pobijedivši u finalu Ernesta Hoosta, koji je hrvatski kickboxer osvojio prvi ikad održan K-1 Grand Prix 1993. godine, čime je $ 38 godina postao ujedno i najstariji borac ikad s tom titulom?;Branko CIKATIĆ;NA
1471;Kemičar Franjo Hanaman početkom je 20. stoljeća s Aleksandrom Justom razradio postupak proizvodnje žarne niti od kojega kemijskog elementa, čime se zbog njegova visokog tališta nit mogla zagrijati na višu temperaturu i postići veću svjetlosnu učinkovitost?;WOLFRAM;NA
1472;Smješten na vrhu planine Ararat, koji se objekt iz biblijske Knjige Postanka nalazi u središnjem dijelu armenskog nacionalnog grba?;NOINA ARKA;NA
1473;Nazvan prema proizvođaču i prodavaču namještaja, čiji prodajni asortiman najčešće zahtijeva montažu, kako se zove psihološki efekt kognitivne pristranosti u kojem potrošači nerazmjerno vrednuju proizvode koje su djelomično sami stvorili?;IKEA efekt;NA
1474;Panarapska pjesma Allahu Akbar 1969. godine prihvaćena je kao službena himna koje države?;LIBIJA;NA
1475;Poznat kao zvijezda nijemih filmova - s angažmanom u tridesetak filmova - pas Rin Tin Tin pripadao je kojoj pasmini?;NJEMAČKI OVČAR;NA
1476;Kako se prezivao škotski inženjer koji je početkom 19. stoljeća otkrio novu metodu postavljanja ceste s pomoću nabijena pijeska, šljunka i kamena bez upotrebe vezivnoga sredstva?;MAKADAM;NA
1477;Iako još nije u potpunosti utvrđeno je li vlasnik partiture izgubio posljednja dva stavka koja su sasvim sigurno započeta, zna se da je Schubertova dvostavačna Osma simfonija (u h-molu) specifičnog lirsko-tragičnog ugođaja poznatija kao kakva simfonija?;NEDOVRŠENA;NA
1478;Muslimani ga zovu nikah, židovi kiddushin, a hindusi vivaah sanskar. O kojem je obredu riječ?;VJENČANJE;NA
1479;S kojim je državnikom Oliver Stone između 2015. i 2017. godine vodio petnaestak razgovora iz kojih je proizašla četverodijelna dokumentarna serija dajući gledateljima uvid u njegov privatni i politički život?;Vladimir PUTIN;NA
1480;Nakon što je 1991. godine zamijenjen austral, u kojoj se državi počela primjenjivati valutna politika vezivanja nove valu-,,uno a uno"?;ARGENTINA;NA
1481;Pravim imenom Matt Murdock, pod kojim je mononimom poznatiji stripovski junak koji je kao devetogodišnjak oslijepio, ali su mu se istovremeno razvila druga osjetila?;DAREDEVIL;NA
1482;Dijeleći ime s velikim gradom na obali Kaspijskog jezera, kako se zove čudovište iz japanskog folklora s glavom slona, repom bika i šapama tigra, za koje se vjeruje kako se hrani ljudskim noćnim morama?;BAKU;NA
1483;Osvojivši u Sapporu 1972. godine zlato u slalomu, Francisco Fernadez Ochoa postao je prvi i zasad jedini osvajač zlatne medalje za koju državu na zimskim olimpijskim igrama?;ŠPANJOLSKA;NA
1484;Na epitafu kojega čuvenog arhitekta u londonskoj katedrali sv. Pavla stoji zapisano:,,Si monumentum requiris, circumspice (Ako tražiš spomenik, osvrni se)"?;Christopher WREN;NA
1485;Pozabavivši se idejom vremena i kretanja te onoga što propuštamo vidjeti kad stvari promatramo na uobičajen način, škotski je umjetnik Douglas Gordon 1993. godine postavio instalaciju koja je uključivala 24-satno prikazivanje kojega čuvenog filma iz 1960.?;PSIHO;NA
1486;Među 29 briljantnih umova koji su na čuvenoj petoj Solvayevoj konferenciji u Bruxellesu raspravljali o novoutemeljenoj kvantnoj teoriji, bila je prisutna samo jedna žena. Koja?;Marie CURIE;NA
1487;Iako su planirana tri zasebna albuma svakih pola godine, na kraju je smanjen broj pjesama i Stadium Arcadium je 2006. godine objavljen kao dvostruki album s 28 pjesama. Deveti je to studijski album kojega rock-sastava i posljednji na kojem je, prije ponovnog povratka 2019., sudjelovao gitarist John Frusciante?;RED HOT CHILLI PEPPERS;NA
1488;Zbog preskupog iskopa u jami Tupljak je 1999. godine ugašen Rimskom posljednji rudnik kojega energenta u Hrvatskoj?;UGLJEN;NA
1489;Nakon samoubojstva Nerona počela su previranja u Carstvu i izmjene na carskom prijestolju, pa je tako 69. godina u povijesti ostala zapamćena kao godina koliko careva?;ČETIRI;NA
1490;Analogna Chandrasekharovoj granici za bijele patuljaste zvijezde, Tolman-Oppenheimer-Volkoffova linija gornja je granica mase kojih hladnih i gustih zvijezda nastalih kao rezultat supernove?;NEUTRONSKE zvijezde;NA
1491;Najizvorniji suvenir Trilja ogrlica je grotulja kojom su nekada momci u znak ljubavi darivali svoje odabranice, a sastoji se od niza povezanih plodova listopadnog drveća iz kojega roda, znanstvenog imena Juglans?;ORAH;NA
1492;U kojoj je državi dvadesetih godina 20. stoljeća izmišljen pesäpallo, sport koji još zovu i tamošnjim bejzbolom?;FINSKA;NA
1493;Koji i su termin osmislili lingvisti Maxime Koessler i Jules Derocquigny u svojoj knjizi iz 1928. godine, a koristi se u situacijama kad neka riječ zvuči slično na dva jezika, ali zapravo ima različita značenja u svakome od tih jezika?;LAŽNI PRIJATELJI/LAŽNI PARTNERI;NA
1494;Nastala adaptacijom trinaestostoljetne epske poeme o naslovnom arturijanskom vitezu i njegovoj potrazi za svetim gralom, kako se zove posljednja dovršena opera Richarda Wagnera?;PARSIFAL;NA
1495;Nagraden Zlatnom palmom u Cannesu 1982. godine, film Put (Yol) o petorici osuđenika koji su privremeno pušteni iz zatvora te odlaze obiteljima u siromašne i zabačene krajeve svoje zemlje, gdje se suočavaju s tamošnjim problemima ubijanja iz časti i kriminalom, predstavlja jedan od vrhunaca kinematografije koje države?;TURSKA;NA
1496;Sa Sjevernom Korejom kao jedinim primjerom na svijetu, kako se zove oblik vlasti koji djeluje po pravilima umrlih vladara i gdje najvažniju političku ulogu imaju vječni vode“?;NEKROKRACIJA;NA
1497;U kojem je stoljeću živio i djelovao svojevremeno najvažniji londonski portretist Allan Ramsay, blizak prijatelj s filozofom i povjesničarom Davidom Humeom, čiji se portret ističe u slikarovu opusu? Ramsey je neko vrijeme radio i kao dvorski slikar kralja George III.;18;NA
1498;U kojoj se nagrađivanoj britanskoj humorističnoj seriji iz kasnih osamdesetih i ranih devedesetih, koja je satirizirala britansku konzervativnu vladu toga doba, pojavljuje lik političara Alana B'Starda?;NEW STATESMAN/DRŽAVNIK NOVOG KOVA;NA
1499;Dok su mu a rukopisi O prirodi cvijeća i O izboru supruge izgubljeni, djelo O plovidbi Benedikta Kotruljevića iz 1464. godine čuva se u Beinecke Rare Book and Manuscript Library na kojem američkom sveučilištu?;YALE;NA
1500;Koja je 2428 kilometara duga euroazijska rijeka na starogrčkom bila poznata kao Daïkos?;URAL;NA
1501;Terminom populariziranim u knjizi Charlesa R. Morrisa The Two Trillion Dollar Meltdown, kako se u američkom žargonu petoslovnim ratničkim akronimom nazivaju subprime-zajmovi klijentima koji su bez dohotka, posla i imovine?;NINJA (No income no job or assets);NA
1502;Antički olimpijski pentatlon započinjao je utrkom na jedan stadij (192 metra), nastavio se bacanjem koplja, diska te skokom u dalj. Koji je sport bio završna disciplina?;HRVANJE/PALE;NA
1503;Latinskog imena Proteus anguinus, kako se zove jedini europski podzemni kralježnjak, endemski vodozemac koji prebiva isključivo u podzemnim vodama dinarskog krškog reljefa, a na popisu je zaštićenih vrsta Republike Hrvatske?;ČOVJEČJA RIBICA;NA
1504;Na kojem se patuljastom planetu nalaze planina Kubrick, velika pjega Mordor, kanjon Serenity i krater Spock?;HURON;NA
1505;Zbog izrazito grube igre i čestih sukoba s drugim momčadima, koja je NBA momčad u osamdesetima i početkom devedesetih nosila nadimak „Bad Boys", a u tom je periodu osvojila dva NBA naslova zaredom, od ukupno triju momčadskih zasad?;DETROIT PISTONS;NA
1506;Koji izraz u najširem smislu označava osobu, u pravilu ženu, koja nastoji ostvariti ljubavnu ili seksualnu vezu s nekom slavnom osobom, a u užem smislu označava obožavateljice rock-glazbenika ili skupina (od čega dolazi originalni naziv)?;GROUPIE;NA
1507;Pojam Herostratova slava kao težnja za stjecanjem slave i popularnosti vezana je uz zlodjelo paljenja kojeg poznatog antičkog hrama?;ARTEMIDIN hram;NA
1508;Koji se latinski naziv od dviju riječi pojavljuje u naslovu glazbene kompozicije Arva Pärta iz 1977. godine, a u filozofiji označava postavku po kojoj je individualno ljudsko biće rođeno bez unaprijed predvidenih osobina, tj. one se upisuju" stečenim iskustvom?;TABULA RASA;NA
1509;Kako se zove proljetni mjesec francuskoga revolucionarnog kalendara (od 21. ožujka do 20. travnja) iz naslova remek-djela Émilea Zole o neljudskim uvjetima života i rada rudara u sjevernoj Francuskoj?;GERMINAL;NA
1510;U kojem se gradu u listopadu 1934. dogodilo prvo kamerom zabilježeno ubojstvo u povijesti (u ovom slučaju atentat)?;MARSEILLE (Alexandar I);NA
1511;Nazvan u čast moreplovca i istraživača, a ne njegova brata - čuvenog skladatelja iz „Moćne gomilice" - kako se zove arhipelag od šest otoka i nekoliko hridi u Japanskome moru, sedamdesetak kilometara jugozapadno od Vladivostoka?;RIMSKI-KORSAKOV;NA
1512;Kako se zove trudnički pregled prilikom kojega se promatra izgled plodove vode kako bi se procijenila zrelost fetusa i njegova potencijalna ugroženost?;AMNIOSKOPIJA;NA
1513;Soundtrack za videoigru The Last of Us iz 2013. godine sastoji se od pjesama koje je komponirao koji argentinski skladatelj, od ranije poznat po glazbi za filmove Planina Brokeback i Babel?;Gustavo SANTAOLLALLA;NA
1514;Mediteranskom obalom od Portugala do koje je države rasprostranjeno oko 5800 kilometara povezanih mravinjaka u kojima žive milijarde argentinskih mrava, najveća superkolonija zabilježena u povijesti?;ITALIJA;NA
1515;Kako se zvao britanski ekonomist (1842. - 1924.), utemeljitelj i najistaknutiji predstavnik kembričke škole, čiji su glavni doprinosi ekonomskoj teoriji na području teorije vrijednosti i raspodjele, a ustvrdio je da ponuda i potražnja određuju cijene kao izraz vrijednosti dobara? Prezime dijeli s američkim generalom i državnim tajnikom zaslužnim za plan poslijeratne obnove Europe i dobitnikom Nobelove nagrade za mir 1953.;Alfred MARSHALL;NA
1516;Dok se Sonyjev robotski pas zove AIBO, koji je petoslovni naziv za Hondina čovjekolikog robota kreiranog 2000. godine, koji hoda i mijenja smjer kretanja, a ime mu je sadržano u prezimenu jednog pisca znanstvene fantastike?;ASIMO;NA
1517;Po kojoj je državi nazvana štafeta u kojoj prvi atletičar trči 100 metara, drugi 200, treći 300, a četvrti 400 metara?;ŠVEDSKA;NA
1518;Ime kojega afričkog glavnog grada, smještena na rijeci Niger, na jeziku bambara znači „krokodilov rep"?;BAMAKO;NA
1519;Koja se osobna zamjenica nalazi u naslovu filma Gordona Douglasa iz 1954. godine, fantastičnog horora nominiranog za Oscara u kategoriji najboljih specijalnih efekata i jednog od prvih filmova iz svojevrsnog podžanra o „nuklearnim čudovištima"?;ONI/THEM;NA
1520;Prema legendi, u rimsko su doba na trima brdima iznad Krapine živjela braća Čeh, Leh i Meh koja su nakon ubojstva rimskog namjesnika, strahujući od odmazde, pobjegla na sjever i osnovala tri slavenske države. Koju je državu utemeljio Meh?;RUSIJA;NA
1521;U kojem stripovskom remek-djelu Osamu Tezuke mladi liječnik posjećuje zabačeno japansko planinsko selo kako bi istražio podrijetlo najnovijeg medicinskog misterija, bolesti monmow koja ljude pretvara u zvijeri nalik psu?;ODA KIRIHITU;NA
1522;Koji su američki hip-hop-duo 1992. godine osnovali André 3000 i Big Boi, čiji se premijerni album Southernplayalisticadillacmuzik smatra klasikom južnjačkog hip-hopa"?;OUTKAST;NA
1523;Nazvan po hebrejskoj riječi za proroka, kako se naziva slikarski pokret iz 19. stoljeća koji se protivi naturalizmu, a uzore pronalazi u simbolizmu i japanskoj grafici?;NABIZAM;NA
1524;Zadnji je mjesec zul-hidže i označava odlazak na hadž. Kojim mjesecom, u značenju,,zabranjen", započinje islamski kalendar?;MUHARRAM;NA
1525;Španjolski konkvistador Pedro de Valdivia nakon služenja vojske u Italiji i Flandriji poslan je 1534. u južnu ameriku gdje se kao Pizzarovu poručnik borio protiv Indijanaca, a ostao je upamćen po osnivanju glavnog grada koje države, čiji je prvi guverner postao 1549.?;ČILE;NA
1526;Bogata podzemnom faunom vrlo specifično prilagođenom životu u uvjetima mraka i tišine, trideset i pet metara duboka Manita peć najljepša je špilja unutar kojega nacionalnog parka?;PAKLENICA;NA
1527;Primijenivši iskustva sa svojeg ranijeg izuma - stroja za sjetvu riže, jedan je liječnik 1862. godine patentirao strojnicu, a bila je riječ o višecijevnom oružju s rotirajućim cijevima koje su pokretane ručicom koja se njemu u čast zove - kako?;GATLINGOVA strojnica;NA
1528;Nadimka „The Birdman", skejter Tony Hawk u San Franciscu je 1999. godine prvi na svojem rekvizitu izveo dokumentirani okret od koliko stupnjeva, postavši predvodnikom ekstremnog i vertikalnog skejtbordinga?;900;NA
1529;Po kojem su starogrčkom matematičaru nazvana geometrijska tijela, poliedri kojima su strane pravilni, ali ne svi međusobno jednaki mnogokuti? Otkrio ih je trinaest, među kojima su skošena i krnja kocka, kuboktaedar i rombikosadodekaedar.;ARHIMED;NA
1530;Koji je glavni grad u naslovu pjesme Georgea Ezre s albuma Wanted on Voyage (2014.)? Prema vlastitim riječima, zbog neplanirana mamurluka u tisuću kilometara udaljenom Malmöu do njega nikad nije stigao, pa mu je posvetio barem naslov tog velikog hita.;BUDAPEST;NA
1531;U prijevodu „neka kupac bude oprezan“, kako glasi latinski izraz od dviju riječi koji se vezuje uz ranije anglosasko pravo, a odnosi se na to da kupac sam odgovara za rizik ako kupljena roba ne odgovara njegovim očekivanjima?;CAVEAT EMPTOR;NA
1532;Poigravši se imenom kojega slavnog glumca i španjolskom riječi za „,med", Čileanka Yohanna Agurto zbog naziva svoje linije meda i fotografije traženog glumca (lik iz njegova Oscarom nagradena filma iz 1995.) na staklenci, ušla je s njim u pravnu bitku oko autorskih prava?;MIEL GIBSON;NA
1533;Omiški kraj poznat je po dvama gotovo izumrlim zanatima, kalafatstvu i salbunarstvu. Dok prvi označava izgradnju brodova, drugi se odvija na ušću Cetine i vezan je uz - što?;VAĐENJE PIJESKA;NA
1534;Kako se zove južnoturkijski jezik koji se uglavnom govori u istoimenoj moldavskoj autonomnoj pokrajini te ponešto u Ukrajini i Bugarskoj? Počevši od 1957. godine, u upotrebi je bilo ćirilično, dok se današnje pismo zasniva na latinici, po uzoru na moderni turski.;GAGAUSKI jezik;NA
1535;U kojem se dalmatinskom naselju nalazi han - najveći spomenik turskoga graditeljstva u Hrvatskoj i najzapadnija građevina islamske arhitekture na tlu nekadašnjeg turskog carstva - čiju je gradnju u 17. stoljeću pokrenuo vezir Jusuf Mašković?;VRANA;NA
1536;Kako se zove zbornik španjolskih narodnih, pretežno kraćih pjesama ljubavnog sadržaja, najstarija i jedna od najznačajnijih zbirki narodne poezije?;ROMANCERO;NA
1537;Kako se zove tradicionalna američka folk-pjesma, balada koja govori o tome kako je život pojedinca u New Orleansu otišao u krivom smjeru, čije su najuspješnije verzije otpjevali The Animals 1964. i Frijid Pink 1970. godine?;HOUSE OF RISING SUN;NA
1538;Od francuskog naziva za „stavljanje na pozornicu", kako se zove scenski aranžman i raspored glumaca na pozornici pri izvođenju kazališnog djela?;MIS-AN-SCENE;NA
1539;Krajem pedesetih godina 20. stoljeća u humorističnoj emisiji Radio Zagreba Porodica Veselić komičarka Nela Eržišnik pojavila se kao kućna pomoćnica s kojim imenom i prezimenom?;MARICA HRDALO;NA
1540;Kako glasi četveroslovno ime djevojke koja je bila ovdje" u naslovu instrumentalne skladbe Davida A. Stewarta i saksofonistice Candy Dulfer, svojevremeno velikom hitu u Nizozemskoj, ali i u nekoliko drugih europskih zemalja te Australiji? Pjesma je bila dio soundtracka u nizozemskom filmu De Kassière iz 1989. godine.;LILIY;NA
1541;Središte jedne od najznačajnijih i najsloženijih pretpovijesnih kultura, Lepenski vir mezolitsko je i neolitsko nalazište u kojem su oko 6000 godina pr. Kr. nastala jedna od prvih sela u Europi, a nalazi se u kojoj državi?;SRBIJA;NA
1542;Smješteno u blizini rta Kamenjak, kako se zove najjužnije naseljeno mjesto istarskog poluotoka koje se nalazi u sastavu općine Medulin - oko 10 km južno od Pule?;PREMANTURA;NA
1543;Budući da predstavljaju najveći izazov u lovu, među lovcima u Africi postoji izraz „velika petorka" za najpoželjnije životinjske „trofeje" - slona, lava, crnog nosoroga, afričkog bivola i koje još zvijeri iz porodice mačaka?;LEOPARD;NA
1544;U obliku kojega je predmeta dizajner Pavao Gavranić u prvoj polovici 20. stoljeća izrađivao duhovite pljoske koje su lako mogle stati na kućne police pa su bile praktične za prikrivanje sklonosti alkoholu?;KNJIGA;NA
1545;Na kojim je zimskim olimpijskim igrama (grad ili godina) prvi put u hokejaškom turniru dopušten nastup igračima iz NHL-a?;NAGANO 1998.;NA
1546;Koji je hrvatski odvjetnik branio Josipa Broza Tita u poznatom Bombaškom procesu, ali i kardinala Alojzija Stepinca, za čiju je obranu samo jednom razgovarao s optuženim kardinalom i čiji se obrambeni govor unatoč tomu smatra biserom odvjetničke vještine? Za osobite zasluge na unapređenju i afirmaciji odvjetništva kao samostalne i neovisne službe, Hrvatska odvjetnička komora od 1977. godine dodjeljuje plaketu s njegovim imenom kao najvišu nagradu hrvatskog odvjetništva.;Ivo POLITEO;NA
1547;Nastala najčešće zbog lokalnoga toksičnog oštećenja, ageuzija je primarno gubitak kojega osjeta?;OKUS;NA
1548;S 3343 metra visokim vrhom Penia, planinska skupina Marmolada najviši je dio kojega europskog planinskog masiva, izgrađenog većinom od istoimenih karbonatnih stijena?;DOLOMITI;NA
1549;Budući da je nakon atentata 1908. godine nadživio oca dvadesetak minuta i samim ga time tehnički naslijedio, Luís Filipe se prema Guinnessovoj knjizi rekorda smatra kraljem s najkraćom vladavinom u povijesti. Kojoj je dinastiji pripadao?;BRAGANZA;NA
1550;Na kojem je jeziku Lina Wertmüller režirala film za koji je 1977. godine kao prva žena u povijesti Oscara nominirana za najbolju režiju?;TALIJANSKI (Pasqualino Settebelleze);NA
1551;Koja se voćka iz roda Rubus našla u imenu serije sitnih i jeftinih računala, prvi put proizvedenih 2012. godine, koja djecu uvode u računalno programiranje zabavnim i lakim projektima koje je jednostavno učitati i podijeliti s drugima?;MALINA (RASPBERRY);NA
1552;Ako je Pierre & Natasha pretposljednja pjesma iz mjuzikla skladatelja i tekstopisca Davea Malloya, kako se zove završna pjesma koju izvodi ansambl zajedno s Pierreom?;The GREAT COMET of 1812;NA
1553;Kako se zove talijanski barokni kipar i graditelj, najpoznatiji po čuvenoj Fontani četiriju rijeka na Trgu Navona u Rimu?;Gian Lorenzo BERNINI;NA
1554;Koji je hrvatski otočni grad pod opsadom u naslovu komične opere Samuela Arnolda i Johna O'Keefea iz 1786. godine, o obrani lokalnog stanovništva od Turaka na blagdan Velike Gospe?;KORČULA;NA
1555;Nagrađena Zlatnim medvjedom u Berlinu 1977. godine, sovjetska ratna drama Larise Šepitko Uspon (Voskhozhdeniye) snažno je intonirana alegorijska priča o kalvariji ratnog zarobljeništva i moralnim iskušenjima dvojice partizana, gdje je autorica likom bivšeg učitelja Sotnikova, pomirena sa smrću, jasno i otvoreno aludirala nakoga?;ISUS KRIST;NA
1556;Dolazeći od grčke riječi za „kamenčić“, psefologija je grana politologije koja se u najširem smislu bavi kvantitativnom analizom i proučavanjem - čega?;IZBORA;NA
1557;Prvi ga je 1920. opisao američki psiholog Edward Thorndike. Kako se u psihologiji zove efekt ili pogreška pri procjenjivanju ljudi, koja se sastoji u proširivanju općeg dojma o pojedincu (pozitivnog ili negativnog) na njegove pojedinačne karakteristike ili pak u donošenju suda o nekoj osobi na temelju neke njezine izražene osobine ili svojstva?;HALO EFEKT;NA
1558;Tvrdoće 2 na Mohsovoj skali, sulfidni mineral stibnit glavni je izvor kojega rijetkog polumetala s atomskim brojem 51?;ANTIMON;NA
1559;Nakon što je njegovu omiljenom Evertonu poništen regularan zgoditak protiv Accrington Stanleyja u važnoj utakmici 1889., inženjer gradevinarstva John Alexander Brodie došao je do revolucionarne ideje koja je promijenila nogomet u smislu postizanja pogodaka. Sto je tada osmislio Brodie, inovaciju bez koje je nemoguće zamisliti današnji profesionalni nogomet?;GOL MREŽA;NA
1560;Koja je dizajnerica i dvostruka dobitnica Oscara za najbolji dizajn kostima kreirala vjenčanu haljinu Grace Kelly za njezino vjenčanje s monegaškim princem Rainierom III. 1956. godine?;HELEN ROSE;NA
1561;Koji je vulkanski otok bio poznat i kao „Helena Zapadne Indije" (Helen of West Indies) zbog činjenice da je od 1663. do 1814. godine zbog stalnih sukoba Engleske i Francuske čak po sedam puta bio naizmjenično pod kontrolom obiju država?;SV. LUCIJA;NA
1562;Osnovan 1981. godine u Los Angelesu kada se sestrama Vicki i Debbi Peterson pridružila Susanna Hoffs, kako se zove pop- -rock-bend poznat po hitovima koji su se osamdesetih našli na vrhu američkih glazbenih ljestvica: Manic Monday, Walk Like an Egyptian, Hazy Shade of Winter, In Your Room, Eternal Flame?;The BANGLES;NA
1563;Ulaskom spermija u oocitu (žensku spolnu stanicu) i spajanjem dviju stanica koje imaju polovičan (haploidan) broj kromosoma nastaje diploidna stanica koja se zove - kako?;ZIGOTA;NA
